project_id,ward,region,representative,department,fiscal_year,project,allocated_amount,spent_amount,status,start_date,expected_end_date,description
1346,Ward 05,East,Lakshmi Devi,Water Supply,2024-25,Water Tank Construction,2700000,2250000,In Progress,2024-04-02,2025-03-29,Water Tank Construction for Ward 05
1347,Ward 05,East,Lakshmi Devi,Water Supply,2024-25,Pipeline Repair,2980000,170000,Planned,2024-08-04,2025-01-11,Pipeline Repair for Ward 05
1348,Ward 05,East,Lakshmi Devi,Water Supply,2024-25,Water Treatment Upgrade,2290000,1860000,In Progress,2024-07-21,2025-06-19,Water Treatment Upgrade for Ward 05
1349,Ward 05,East,Lakshmi Devi,Infrastructure,2024-25,Bus Shelter Development,2690000,1850000,In Progress,2024-06-10,2025-08-04,Bus Shelter Development for Ward 05
1350,Ward 05,East,Lakshmi Devi,Infrastructure,2024-25,Public Park Improvement,1750000,1550000,In Progress,2024-04-18,2024-08-05,Public Park Improvement for Ward 05
1351,Ward 06,East,Mohan Rao,Roads,2024-25,Footpath Improvement,5880000,4000000,In Progress,2024-03-02,2024-12-20,Footpath Improvement for Ward 06
1352,Ward 06,East,Mohan Rao,Roads,2024-25,Street Repair,5430000,3720000,In Progress,2024-05-02,2024-08-04,Street Repair for Ward 06
1353,Ward 06,East,Mohan Rao,Roads,2024-25,Road Resurfacing,3670000,3040000,In Progress,2024-06-10,2025-04-28,Road Resurfacing for Ward 06
1354,Ward 06,East,Mohan Rao,Sanitation,2024-25,Sewer Line Expansion,4310000,3490000,In Progress,2024-03-17,2025-02-09,Sewer Line Expansion for Ward 06
1355,Ward 06,East,Mohan Rao,Sanitation,2024-25,Drainage Construction,2500000,2250000,Completed,2024-12-15,2025-07-24,Drainage Construction for Ward 06
1356,Ward 06,East,Mohan Rao,Healthcare,2024-25,PHC Upgrade,4140000,2580000,In Progress,2024-05-19,2024-11-23,PHC Upgrade for Ward 06
1357,Ward 06,East,Mohan Rao,Healthcare,2024-25,Health Center Renovation,2580000,2370000,Completed,2024-07-17,2025-03-31,Health Center Renovation for Ward 06
1358,Ward 06,East,Mohan Rao,Education,2024-25,Classroom Construction,2180000,1860000,In Progress,2024-03-16,2024-11-26,Classroom Construction for Ward 06
1359,Ward 06,East,Mohan Rao,Education,2024-25,School Laboratory Upgrade,4470000,2780000,In Progress,2024-08-25,2025-04-08,School Laboratory Upgrade for Ward 06
1360,Ward 06,East,Mohan Rao,Education,2024-25,Library Development,4520000,3280000,In Progress,2024-01-09,2024-10-09,Library Development for Ward 06
1361,Ward 06,East,Mohan Rao,Water Supply,2024-25,Pipeline Repair,4450000,240000,Planned,2024-07-22,2025-07-04,Pipeline Repair for Ward 06
1362,Ward 06,East,Mohan Rao,Water Supply,2024-25,Water Treatment Upgrade,5180000,4820000,Completed,2024-12-04,2026-01-25,Water Treatment Upgrade for Ward 06
1363,Ward 06,East,Mohan Rao,Infrastructure,2024-25,Public Park Improvement,3680000,2660000,In Progress,2024-04-05,2025-03-05,Public Park Improvement for Ward 06
1364,Ward 06,East,Mohan Rao,Infrastructure,2024-25,Street Lighting,1960000,1720000,In Progress,2024-07-23,2025-07-29,Street Lighting for Ward 06
1365,Ward 07,East,Kiran Kumar,Roads,2024-25,Street Repair,5880000,5200000,In Progress,2024-04-25,2024-11-27,Street Repair for Ward 07
1366,Ward 07,East,Kiran Kumar,Roads,2024-25,Road Resurfacing,5040000,4170000,In Progress,2024-09-15,2025-09-10,Road Resurfacing for Ward 07
1367,Ward 07,East,Kiran Kumar,Sanitation,2024-25,Drainage Construction,3590000,2320000,In Progress,2024-01-18,2024-12-31,Drainage Construction for Ward 07
1368,Ward 07,East,Kiran Kumar,Sanitation,2024-25,Waste Management Facility,2320000,1870000,In Progress,2024-09-15,2025-02-11,Waste Management Facility for Ward 07
1369,Ward 07,East,Kiran Kumar,Healthcare,2024-25,Health Center Renovation,4030000,3500000,In Progress,2024-09-15,2025-01-11,Health Center Renovation for Ward 07
1370,Ward 07,East,Kiran Kumar,Healthcare,2024-25,Medical Equipment Purchase,3380000,2700000,In Progress,2024-01-18,2024-12-09,Medical Equipment Purchase for Ward 07
1371,Ward 07,East,Kiran Kumar,Healthcare,2024-25,Community Health Facility,4010000,180000,Planned,2024-01-24,2024-08-12,Community Health Facility for Ward 07
1372,Ward 07,East,Kiran Kumar,Education,2024-25,School Laboratory Upgrade,3510000,2230000,In Progress,2024-02-18,2024-06-17,School Laboratory Upgrade for Ward 07
1373,Ward 07,East,Kiran Kumar,Education,2024-25,Library Development,4470000,2870000,In Progress,2024-01-10,2024-11-04,Library Development for Ward 07
1374,Ward 07,East,Kiran Kumar,Water Supply,2024-25,Water Treatment Upgrade,2840000,1890000,In Progress,2024-12-21,2025-10-22,Water Treatment Upgrade for Ward 07
1375,Ward 07,East,Kiran Kumar,Water Supply,2024-25,Water Pipeline Expansion,3450000,3210000,Completed,2024-07-13,2024-11-21,Water Pipeline Expansion for Ward 07
1376,Ward 07,East,Kiran Kumar,Infrastructure,2024-25,Street Lighting,3160000,2690000,In Progress,2024-11-12,2025-04-11,Street Lighting for Ward 07
1377,Ward 07,East,Kiran Kumar,Infrastructure,2024-25,Community Hall Construction,2020000,1630000,In Progress,2024-12-08,2025-03-09,Community Hall Construction for Ward 07
1378,Ward 07,East,Kiran Kumar,Infrastructure,2024-25,Bus Shelter Development,3320000,3190000,Completed,2024-12-18,2025-10-21,Bus Shelter Development for Ward 07
1379,Ward 08,East,Sunita Devi,Roads,2024-25,Road Resurfacing,4510000,4090000,Completed,2024-06-05,2025-01-22,Road Resurfacing for Ward 08
1380,Ward 08,East,Sunita Devi,Roads,2024-25,Road Expansion,3270000,3020000,Completed,2024-01-22,2024-11-21,Road Expansion for Ward 08
1381,Ward 08,East,Sunita Devi,Sanitation,2024-25,Waste Management Facility,3360000,3180000,Completed,2024-04-07,2024-08-09,Waste Management Facility for Ward 08
1382,Ward 08,East,Sunita Devi,Sanitation,2024-25,Public Toilet Upgrade,2070000,1300000,In Progress,2024-12-02,2025-07-05,Public Toilet Upgrade for Ward 08
1383,Ward 08,East,Sunita Devi,Sanitation,2024-25,Sewer Line Expansion,3680000,2790000,In Progress,2024-04-25,2024-08-21,Sewer Line Expansion for Ward 08
1384,Ward 08,East,Sunita Devi,Healthcare,2024-25,Medical Equipment Purchase,2480000,2390000,Completed,2024-12-19,2025-08-29,Medical Equipment Purchase for Ward 08
1385,Ward 08,East,Sunita Devi,Healthcare,2024-25,Community Health Facility,3740000,3330000,In Progress,2024-04-10,2024-09-20,Community Health Facility for Ward 08
1386,Ward 08,East,Sunita Devi,Education,2024-25,Library Development,4610000,3690000,In Progress,2024-05-02,2025-05-12,Library Development for Ward 08
1387,Ward 08,East,Sunita Devi,Education,2024-25,School Renovation,4510000,4180000,Completed,2024-11-22,2025-09-26,School Renovation for Ward 08
1388,Ward 08,East,Sunita Devi,Water Supply,2024-25,Water Pipeline Expansion,4020000,2550000,In Progress,2024-11-22,2025-09-03,Water Pipeline Expansion for Ward 08
1389,Ward 08,East,Sunita Devi,Water Supply,2024-25,Water Tank Construction,4750000,3470000,In Progress,2024-03-10,2024-12-17,Water Tank Construction for Ward 08
1390,Ward 08,East,Sunita Devi,Water Supply,2024-25,Pipeline Repair,2850000,2300000,In Progress,2024-04-10,2024-09-20,Pipeline Repair for Ward 08
1391,Ward 08,East,Sunita Devi,Infrastructure,2024-25,Community Hall Construction,3430000,3220000,Completed,2024-07-18,2025-07-14,Community Hall Construction for Ward 08
1392,Ward 08,East,Sunita Devi,Infrastructure,2024-25,Bus Shelter Development,1920000,1350000,In Progress,2024-11-03,2025-09-19,Bus Shelter Development for Ward 08
1393,Ward 09,Central,Arjun Rao,Roads,2024-25,Road Expansion,5640000,3670000,In Progress,2024-04-02,2024-11-15,Road Expansion for Ward 09
1394,Ward 09,Central,Arjun Rao,Roads,2024-25,Footpath Improvement,3950000,50000,Planned,2024-10-24,2025-11-04,Footpath Improvement for Ward 09
1395,Ward 09,Central,Arjun Rao,Roads,2024-25,Street Repair,3380000,2340000,In Progress,2024-05-01,2024-11-15,Street Repair for Ward 09
1396,Ward 09,Central,Arjun Rao,Sanitation,2024-25,Public Toilet Upgrade,4180000,750000,Planned,2024-08-08,2025-09-11,Public Toilet Upgrade for Ward 09
1397,Ward 09,Central,Arjun Rao,Sanitation,2024-25,Sewer Line Expansion,3590000,2720000,In Progress,2024-06-25,2025-02-14,Sewer Line Expansion for Ward 09
1398,Ward 09,Central,Arjun Rao,Healthcare,2024-25,Community Health Facility,3170000,2550000,In Progress,2024-05-12,2025-04-29,Community Health Facility for Ward 09
1399,Ward 09,Central,Arjun Rao,Healthcare,2024-25,PHC Upgrade,4620000,3610000,In Progress,2024-12-16,2025-08-26,PHC Upgrade for Ward 09
1400,Ward 09,Central,Arjun Rao,Education,2024-25,School Renovation,4410000,3300000,In Progress,2024-10-08,2025-03-21,School Renovation for Ward 09
1401,Ward 09,Central,Arjun Rao,Education,2024-25,Classroom Construction,1990000,1610000,In Progress,2024-12-14,2025-08-12,Classroom Construction for Ward 09
1402,Ward 09,Central,Arjun Rao,Education,2024-25,School Laboratory Upgrade,2360000,1730000,In Progress,2024-04-16,2025-04-22,School Laboratory Upgrade for Ward 09
1403,Ward 09,Central,Arjun Rao,Water Supply,2024-25,Water Tank Construction,4330000,3720000,In Progress,2024-08-24,2025-10-16,Water Tank Construction for Ward 09
1404,Ward 09,Central,Arjun Rao,Water Supply,2024-25,Pipeline Repair,4600000,3590000,In Progress,2024-06-06,2024-11-14,Pipeline Repair for Ward 09
1405,Ward 09,Central,Arjun Rao,Infrastructure,2024-25,Bus Shelter Development,3240000,2560000,In Progress,2024-09-21,2025-01-19,Bus Shelter Development for Ward 09
1406,Ward 09,Central,Arjun Rao,Infrastructure,2024-25,Public Park Improvement,2800000,410000,Planned,2024-01-25,2024-04-27,Public Park Improvement for Ward 09
1407,Ward 10,Central,Meena Kumari,Roads,2024-25,Footpath Improvement,4080000,3730000,Completed,2024-12-05,2025-03-09,Footpath Improvement for Ward 10
1408,Ward 10,Central,Meena Kumari,Roads,2024-25,Street Repair,3380000,380000,Planned,2024-10-16,2025-09-20,Street Repair for Ward 10
1409,Ward 10,Central,Meena Kumari,Sanitation,2024-25,Sewer Line Expansion,1850000,1490000,In Progress,2024-01-17,2024-09-03,Sewer Line Expansion for Ward 10
1410,Ward 10,Central,Meena Kumari,Sanitation,2024-25,Drainage Construction,3170000,2280000,In Progress,2024-12-22,2025-10-28,Drainage Construction for Ward 10
1411,Ward 10,Central,Meena Kumari,Healthcare,2024-25,PHC Upgrade,4400000,70000,Planned,2024-03-08,2024-09-12,PHC Upgrade for Ward 10
1412,Ward 10,Central,Meena Kumari,Healthcare,2024-25,Health Center Renovation,3860000,2730000,In Progress,2024-07-03,2025-04-10,Health Center Renovation for Ward 10
1413,Ward 10,Central,Meena Kumari,Healthcare,2024-25,Medical Equipment Purchase,4840000,3770000,In Progress,2024-12-08,2025-08-08,Medical Equipment Purchase for Ward 10
1414,Ward 10,Central,Meena Kumari,Education,2024-25,Classroom Construction,3790000,3470000,Completed,2024-11-25,2025-03-11,Classroom Construction for Ward 10
1415,Ward 10,Central,Meena Kumari,Education,2024-25,School Laboratory Upgrade,2200000,1650000,In Progress,2024-01-21,2024-04-24,School Laboratory Upgrade for Ward 10
1416,Ward 10,Central,Meena Kumari,Water Supply,2024-25,Pipeline Repair,4480000,2900000,In Progress,2024-11-11,2025-11-25,Pipeline Repair for Ward 10
1417,Ward 10,Central,Meena Kumari,Water Supply,2024-25,Water Treatment Upgrade,5350000,5140000,Completed,2024-01-08,2024-07-24,Water Treatment Upgrade for Ward 10
1418,Ward 10,Central,Meena Kumari,Infrastructure,2024-25,Public Park Improvement,3650000,3140000,In Progress,2024-05-02,2024-09-07,Public Park Improvement for Ward 10
1419,Ward 10,Central,Meena Kumari,Infrastructure,2024-25,Street Lighting,3160000,2260000,In Progress,2024-11-02,2025-05-02,Street Lighting for Ward 10
1420,Ward 10,Central,Meena Kumari,Infrastructure,2024-25,Community Hall Construction,3710000,2700000,In Progress,2024-10-05,2025-07-25,Community Hall Construction for Ward 10
1421,Ward 11,Central,Ramesh Babu,Roads,2024-25,Street Repair,5940000,4300000,In Progress,2024-10-13,2025-10-14,Street Repair for Ward 11
1422,Ward 11,Central,Ramesh Babu,Roads,2024-25,Road Resurfacing,3790000,3350000,In Progress,2024-12-24,2025-05-03,Road Resurfacing for Ward 11
1423,Ward 11,Central,Ramesh Babu,Sanitation,2024-25,Drainage Construction,3080000,240000,Planned,2024-02-11,2025-03-16,Drainage Construction for Ward 11
1424,Ward 11,Central,Ramesh Babu,Sanitation,2024-25,Waste Management Facility,3750000,3570000,Completed,2024-06-01,2025-07-20,Waste Management Facility for Ward 11
1425,Ward 11,Central,Ramesh Babu,Sanitation,2024-25,Public Toilet Upgrade,2500000,2410000,Completed,2024-06-18,2025-03-27,Public Toilet Upgrade for Ward 11
1426,Ward 11,Central,Ramesh Babu,Healthcare,2024-25,Health Center Renovation,3320000,2840000,In Progress,2024-02-25,2025-04-06,Health Center Renovation for Ward 11
1427,Ward 11,Central,Ramesh Babu,Healthcare,2024-25,Medical Equipment Purchase,2930000,140000,Planned,2024-07-23,2025-09-10,Medical Equipment Purchase for Ward 11
1428,Ward 11,Central,Ramesh Babu,Education,2024-25,School Laboratory Upgrade,2360000,1780000,In Progress,2024-02-01,2024-10-05,School Laboratory Upgrade for Ward 11
1429,Ward 11,Central,Ramesh Babu,Education,2024-25,Library Development,3150000,40000,Planned,2024-07-15,2025-07-25,Library Development for Ward 11
1430,Ward 11,Central,Ramesh Babu,Water Supply,2024-25,Water Treatment Upgrade,4020000,250000,Planned,2024-02-20,2025-03-22,Water Treatment Upgrade for Ward 11
1431,Ward 11,Central,Ramesh Babu,Water Supply,2024-25,Water Pipeline Expansion,4740000,350000,Planned,2024-02-24,2025-03-06,Water Pipeline Expansion for Ward 11
1432,Ward 11,Central,Ramesh Babu,Water Supply,2024-25,Water Tank Construction,5120000,4920000,Completed,2024-03-22,2024-12-31,Water Tank Construction for Ward 11
1433,Ward 11,Central,Ramesh Babu,Infrastructure,2024-25,Street Lighting,2000000,1420000,In Progress,2024-03-03,2024-08-25,Street Lighting for Ward 11
1434,Ward 11,Central,Ramesh Babu,Infrastructure,2024-25,Community Hall Construction,2600000,1990000,In Progress,2024-02-12,2024-09-17,Community Hall Construction for Ward 11
1435,Ward 12,Central,Kavya Rao,Roads,2024-25,Road Resurfacing,5990000,5220000,In Progress,2024-10-07,2025-08-27,Road Resurfacing for Ward 12
1436,Ward 12,Central,Kavya Rao,Roads,2024-25,Road Expansion,2980000,2160000,In Progress,2024-06-20,2025-03-31,Road Expansion for Ward 12
1437,Ward 12,Central,Kavya Rao,Roads,2024-25,Footpath Improvement,5490000,4030000,In Progress,2024-11-20,2025-04-28,Footpath Improvement for Ward 12
1438,Ward 12,Central,Kavya Rao,Sanitation,2024-25,Waste Management Facility,2570000,2130000,In Progress,2024-08-11,2025-02-07,Waste Management Facility for Ward 12
1439,Ward 12,Central,Kavya Rao,Sanitation,2024-25,Public Toilet Upgrade,4250000,4070000,Completed,2024-12-21,2025-11-27,Public Toilet Upgrade for Ward 12
1440,Ward 12,Central,Kavya Rao,Healthcare,2024-25,Medical Equipment Purchase,4860000,4340000,In Progress,2024-05-13,2025-02-13,Medical Equipment Purchase for Ward 12
1441,Ward 12,Central,Kavya Rao,Healthcare,2024-25,Community Health Facility,2400000,1960000,In Progress,2024-09-06,2025-09-12,Community Health Facility for Ward 12
1442,Ward 12,Central,Kavya Rao,Education,2024-25,Library Development,2020000,1760000,In Progress,2024-04-15,2024-12-10,Library Development for Ward 12
1443,Ward 12,Central,Kavya Rao,Education,2024-25,School Renovation,4190000,2690000,In Progress,2024-07-22,2025-07-02,School Renovation for Ward 12
1444,Ward 12,Central,Kavya Rao,Education,2024-25,Classroom Construction,2320000,1680000,In Progress,2024-03-23,2025-01-23,Classroom Construction for Ward 12
1445,Ward 12,Central,Kavya Rao,Water Supply,2024-25,Water Pipeline Expansion,4760000,3070000,In Progress,2024-08-19,2025-06-10,Water Pipeline Expansion for Ward 12
1446,Ward 12,Central,Kavya Rao,Water Supply,2024-25,Water Tank Construction,3950000,3720000,Completed,2024-07-18,2024-11-03,Water Tank Construction for Ward 12
1447,Ward 12,Central,Kavya Rao,Infrastructure,2024-25,Community Hall Construction,3400000,2530000,In Progress,2024-09-20,2025-11-10,Community Hall Construction for Ward 12
1448,Ward 12,Central,Kavya Rao,Infrastructure,2024-25,Bus Shelter Development,3680000,2420000,In Progress,2024-11-12,2025-05-06,Bus Shelter Development for Ward 12
1449,Ward 13,South,Vijay Kumar,Roads,2024-25,Road Expansion,4920000,3120000,In Progress,2024-11-21,2025-09-11,Road Expansion for Ward 13
1450,Ward 13,South,Vijay Kumar,Roads,2024-25,Footpath Improvement,6080000,4470000,In Progress,2024-02-01,2024-06-20,Footpath Improvement for Ward 13
1451,Ward 13,South,Vijay Kumar,Sanitation,2024-25,Public Toilet Upgrade,2470000,1970000,In Progress,2024-10-23,2025-11-11,Public Toilet Upgrade for Ward 13
1452,Ward 13,South,Vijay Kumar,Sanitation,2024-25,Sewer Line Expansion,2370000,1770000,In Progress,2024-11-19,2025-10-31,Sewer Line Expansion for Ward 13
1453,Ward 13,South,Vijay Kumar,Healthcare,2024-25,Community Health Facility,2510000,2430000,Completed,2024-05-14,2024-09-24,Community Health Facility for Ward 13
1454,Ward 13,South,Vijay Kumar,Healthcare,2024-25,PHC Upgrade,2410000,2280000,Completed,2024-05-11,2025-03-30,PHC Upgrade for Ward 13
1455,Ward 13,South,Vijay Kumar,Healthcare,2024-25,Health Center Renovation,4330000,3470000,In Progress,2024-02-15,2025-01-01,Health Center Renovation for Ward 13
1456,Ward 13,South,Vijay Kumar,Education,2024-25,School Renovation,2810000,2030000,In Progress,2024-02-01,2024-10-23,School Renovation for Ward 13
1457,Ward 13,South,Vijay Kumar,Education,2024-25,Classroom Construction,3690000,3160000,In Progress,2024-12-08,2025-11-27,Classroom Construction for Ward 13
1458,Ward 13,South,Vijay Kumar,Water Supply,2024-25,Water Tank Construction,2820000,1900000,In Progress,2024-08-08,2025-06-01,Water Tank Construction for Ward 13
1459,Ward 13,South,Vijay Kumar,Water Supply,2024-25,Pipeline Repair,4250000,2910000,In Progress,2024-07-01,2025-08-09,Pipeline Repair for Ward 13
1460,Ward 13,South,Vijay Kumar,Infrastructure,2024-25,Bus Shelter Development,3610000,2800000,In Progress,2024-01-23,2024-08-09,Bus Shelter Development for Ward 13
1461,Ward 13,South,Vijay Kumar,Infrastructure,2024-25,Public Park Improvement,2080000,1830000,In Progress,2024-02-19,2024-07-10,Public Park Improvement for Ward 13
1462,Ward 13,South,Vijay Kumar,Infrastructure,2024-25,Street Lighting,3420000,2760000,In Progress,2024-04-15,2024-09-10,Street Lighting for Ward 13
1463,Ward 14,South,Naveen Reddy,Roads,2024-25,Footpath Improvement,3540000,3260000,Completed,2024-11-11,2025-12-11,Footpath Improvement for Ward 14
1464,Ward 14,South,Naveen Reddy,Roads,2024-25,Street Repair,3990000,250000,Planned,2024-08-20,2025-02-14,Street Repair for Ward 14
1465,Ward 14,South,Naveen Reddy,Sanitation,2024-25,Sewer Line Expansion,3870000,3350000,In Progress,2024-10-19,2025-03-01,Sewer Line Expansion for Ward 14
1466,Ward 14,South,Naveen Reddy,Sanitation,2024-25,Drainage Construction,3510000,2560000,In Progress,2024-02-06,2024-11-13,Drainage Construction for Ward 14
1467,Ward 14,South,Naveen Reddy,Sanitation,2024-25,Waste Management Facility,3560000,2840000,In Progress,2024-03-19,2024-12-30,Waste Management Facility for Ward 14
1468,Ward 14,South,Naveen Reddy,Healthcare,2024-25,PHC Upgrade,3290000,2600000,In Progress,2024-11-06,2025-11-15,PHC Upgrade for Ward 14
1469,Ward 14,South,Naveen Reddy,Healthcare,2024-25,Health Center Renovation,2560000,1840000,In Progress,2024-08-20,2024-12-15,Health Center Renovation for Ward 14
1470,Ward 14,South,Naveen Reddy,Education,2024-25,Classroom Construction,4280000,4070000,Completed,2024-04-13,2025-04-25,Classroom Construction for Ward 14
1471,Ward 14,South,Naveen Reddy,Education,2024-25,School Laboratory Upgrade,3310000,2620000,In Progress,2024-07-23,2025-06-05,School Laboratory Upgrade for Ward 14
1472,Ward 14,South,Naveen Reddy,Water Supply,2024-25,Pipeline Repair,3810000,520000,Planned,2024-05-02,2024-12-18,Pipeline Repair for Ward 14
1473,Ward 14,South,Naveen Reddy,Water Supply,2024-25,Water Treatment Upgrade,2980000,2140000,In Progress,2024-10-24,2025-10-02,Water Treatment Upgrade for Ward 14
1474,Ward 14,South,Naveen Reddy,Water Supply,2024-25,Water Pipeline Expansion,4000000,550000,Planned,2024-06-18,2024-10-07,Water Pipeline Expansion for Ward 14
1475,Ward 14,South,Naveen Reddy,Infrastructure,2024-25,Public Park Improvement,3330000,2570000,In Progress,2024-07-04,2025-02-05,Public Park Improvement for Ward 14
1476,Ward 14,South,Naveen Reddy,Infrastructure,2024-25,Street Lighting,2290000,2220000,Completed,2024-06-03,2025-04-13,Street Lighting for Ward 14
1477,Ward 15,South,Anusha Devi,Roads,2024-25,Street Repair,5710000,3770000,In Progress,2024-04-24,2025-05-20,Street Repair for Ward 15
1478,Ward 15,South,Anusha Devi,Roads,2024-25,Road Resurfacing,5080000,4680000,Completed,2024-07-06,2025-08-15,Road Resurfacing for Ward 15
1479,Ward 15,South,Anusha Devi,Roads,2024-25,Road Expansion,3100000,2140000,In Progress,2024-01-19,2024-10-14,Road Expansion for Ward 15
1480,Ward 15,South,Anusha Devi,Sanitation,2024-25,Drainage Construction,3160000,2610000,In Progress,2024-12-10,2025-08-05,Drainage Construction for Ward 15
1481,Ward 15,South,Anusha Devi,Sanitation,2024-25,Waste Management Facility,3260000,3100000,Completed,2024-11-04,2025-04-12,Waste Management Facility for Ward 15
1482,Ward 15,South,Anusha Devi,Healthcare,2024-25,Health Center Renovation,4850000,4340000,In Progress,2024-05-21,2024-10-22,Health Center Renovation for Ward 15
1483,Ward 15,South,Anusha Devi,Healthcare,2024-25,Medical Equipment Purchase,4100000,2730000,In Progress,2024-06-08,2025-03-26,Medical Equipment Purchase for Ward 15
1484,Ward 15,South,Anusha Devi,Education,2024-25,School Laboratory Upgrade,3270000,2680000,In Progress,2024-07-13,2025-05-30,School Laboratory Upgrade for Ward 15
1485,Ward 15,South,Anusha Devi,Education,2024-25,Library Development,2150000,1930000,In Progress,2024-07-17,2025-03-06,Library Development for Ward 15
1486,Ward 15,South,Anusha Devi,Education,2024-25,School Renovation,3820000,3540000,Completed,2024-08-11,2025-09-02,School Renovation for Ward 15
1487,Ward 15,South,Anusha Devi,Water Supply,2024-25,Water Treatment Upgrade,2280000,2030000,In Progress,2024-12-15,2026-02-03,Water Treatment Upgrade for Ward 15
1488,Ward 15,South,Anusha Devi,Water Supply,2024-25,Water Pipeline Expansion,4360000,410000,Planned,2024-04-14,2024-10-29,Water Pipeline Expansion for Ward 15
1489,Ward 15,South,Anusha Devi,Infrastructure,2024-25,Street Lighting,2730000,2000000,In Progress,2024-09-19,2025-02-22,Street Lighting for Ward 15
1490,Ward 15,South,Anusha Devi,Infrastructure,2024-25,Community Hall Construction,2890000,2280000,In Progress,2024-11-25,2025-03-19,Community Hall Construction for Ward 15
1491,Ward 16,South,Prakash Rao,Roads,2024-25,Road Resurfacing,2760000,2310000,In Progress,2024-01-04,2024-06-22,Road Resurfacing for Ward 16
1492,Ward 16,South,Prakash Rao,Roads,2024-25,Road Expansion,4180000,2590000,In Progress,2024-04-23,2024-09-27,Road Expansion for Ward 16
1493,Ward 16,South,Prakash Rao,Sanitation,2024-25,Waste Management Facility,4040000,2930000,In Progress,2024-05-03,2025-02-01,Waste Management Facility for Ward 16
1494,Ward 16,South,Prakash Rao,Sanitation,2024-25,Public Toilet Upgrade,2450000,1830000,In Progress,2024-03-02,2024-12-19,Public Toilet Upgrade for Ward 16
1495,Ward 16,South,Prakash Rao,Healthcare,2024-25,Medical Equipment Purchase,3880000,3390000,In Progress,2024-07-21,2024-12-04,Medical Equipment Purchase for Ward 16
1496,Ward 16,South,Prakash Rao,Healthcare,2024-25,Community Health Facility,4100000,2540000,In Progress,2024-03-19,2024-10-10,Community Health Facility for Ward 16
1497,Ward 16,South,Prakash Rao,Healthcare,2024-25,PHC Upgrade,3570000,220000,Planned,2024-02-14,2024-07-20,PHC Upgrade for Ward 16
1498,Ward 16,South,Prakash Rao,Education,2024-25,Library Development,3230000,460000,Planned,2024-02-11,2024-11-15,Library Development for Ward 16
1499,Ward 16,South,Prakash Rao,Education,2024-25,School Renovation,4320000,2880000,In Progress,2024-03-21,2024-08-31,School Renovation for Ward 16
1500,Ward 16,South,Prakash Rao,Water Supply,2024-25,Water Pipeline Expansion,2490000,2030000,In Progress,2024-03-15,2024-12-09,Water Pipeline Expansion for Ward 16
1501,Ward 16,South,Prakash Rao,Water Supply,2024-25,Water Tank Construction,4550000,3820000,In Progress,2024-07-20,2025-06-01,Water Tank Construction for Ward 16
1502,Ward 16,South,Prakash Rao,Infrastructure,2024-25,Community Hall Construction,3550000,480000,Planned,2024-10-24,2025-08-06,Community Hall Construction for Ward 16
1503,Ward 16,South,Prakash Rao,Infrastructure,2024-25,Bus Shelter Development,2410000,1850000,In Progress,2024-04-09,2025-06-03,Bus Shelter Development for Ward 16
1504,Ward 16,South,Prakash Rao,Infrastructure,2024-25,Public Park Improvement,1810000,1470000,In Progress,2024-10-10,2025-01-21,Public Park Improvement for Ward 16
1505,Ward 17,West,Harish Kumar,Roads,2024-25,Road Expansion,5650000,4800000,In Progress,2024-09-20,2025-09-05,Road Expansion for Ward 17
1506,Ward 17,West,Harish Kumar,Roads,2024-25,Footpath Improvement,3270000,2470000,In Progress,2024-04-16,2025-01-28,Footpath Improvement for Ward 17
1507,Ward 17,West,Harish Kumar,Sanitation,2024-25,Public Toilet Upgrade,2100000,1660000,In Progress,2024-09-01,2025-06-02,Public Toilet Upgrade for Ward 17
1508,Ward 17,West,Harish Kumar,Sanitation,2024-25,Sewer Line Expansion,4170000,2770000,In Progress,2024-10-14,2025-07-18,Sewer Line Expansion for Ward 17
1509,Ward 17,West,Harish Kumar,Sanitation,2024-25,Drainage Construction,3190000,2170000,In Progress,2024-02-01,2025-02-25,Drainage Construction for Ward 17
1510,Ward 17,West,Harish Kumar,Healthcare,2024-25,Community Health Facility,2270000,20000,Planned,2024-07-17,2025-03-10,Community Health Facility for Ward 17
1511,Ward 17,West,Harish Kumar,Healthcare,2024-25,PHC Upgrade,3890000,3090000,In Progress,2024-12-13,2025-04-24,PHC Upgrade for Ward 17
1512,Ward 17,West,Harish Kumar,Education,2024-25,School Renovation,3670000,2960000,In Progress,2024-02-10,2024-06-19,School Renovation for Ward 17
1513,Ward 17,West,Harish Kumar,Education,2024-25,Classroom Construction,3330000,2300000,In Progress,2024-09-11,2025-06-28,Classroom Construction for Ward 17
1514,Ward 17,West,Harish Kumar,Water Supply,2024-25,Water Tank Construction,4120000,3650000,In Progress,2024-11-03,2025-07-09,Water Tank Construction for Ward 17
1515,Ward 17,West,Harish Kumar,Water Supply,2024-25,Pipeline Repair,4470000,3910000,In Progress,2024-01-08,2024-05-21,Pipeline Repair for Ward 17
1516,Ward 17,West,Harish Kumar,Water Supply,2024-25,Water Treatment Upgrade,5180000,3420000,In Progress,2024-01-10,2024-07-07,Water Treatment Upgrade for Ward 17
1517,Ward 17,West,Harish Kumar,Infrastructure,2024-25,Bus Shelter Development,1890000,1640000,In Progress,2024-03-16,2024-12-08,Bus Shelter Development for Ward 17
